"","dataset","nr_fold","algorithm","metric"
"1","TH02",1,"PLTR",0.672488962472406
"2","TH02",2,"PLTR",0.607327804118218
"3","TH02",3,"PLTR",0.636803300865801
"4","TH02",4,"PLTR",0.589116433390955
"5","TH02",5,"PLTR",0.592043997100318
"6","TH02",6,"PLTR",0.609074857248637
"7","TH02",7,"PLTR",0.616441786062039
"8","TH02",8,"PLTR",0.618636024676293
"9","TH02",9,"PLTR",0.60347399829497
"10","TH02",10,"PLTR",0.593864785733298
