dataset,nr_fold,algorithm,metric.x
TH02,5,SRE_bag,0.0949573987132672
TH02,5,SRE_boosting,0.202216586831971
TH02,5,SRE_PLTR,0
TH02,5,PLTR,0.0844854313644847
TH02,6,LRR,0.208110840559899
TH02,6,GAM,0.0651468032561968
TH02,6,LDA,0.0716647137596251
TH02,6,CTREE,0.0598409090909091
TH02,6,RF,0.123205830585785
TH02,6,LGBM,0.00354168660859577
TH02,6,RE_boosting,0.0243414387031409
TH02,6,RE_RF,0.0322642229858725
TH02,6,RE_bag,-1.3320545609552e-4
TH02,6,SRE_RF,0.172284164210347
TH02,6,SRE_bag,0.188332122972646
TH02,6,SRE_boosting,0.144858814985689
TH02,6,SRE_PLTR,0.226721916072166
TH02,6,PLTR,0.225127087872186
