dataset,nr_fold,algorithm,metric.x
TC,1,SRE_boosting,0.431064167608443
TC,1,SRE_PLTR,0.408401505404766
TC,1,PLTR,0.252543007534951
TC,2,LRR,0.261398501005891
TC,2,GAM,0.31903673422148
TC,2,LDA,0.157722726815123
TC,2,CTREE,0.210983171301579
TC,2,RF,0.257329574012628
TC,2,LGBM,0.263745836289518
TC,2,RE_boosting,0.315745560318432
TC,2,RE_RF,0.30201861953
TC,2,RE_bag,0.275676852883005
TC,2,SRE_RF,0.310648236401325
TC,2,SRE_bag,0.214265424671765
TC,2,SRE_boosting,0.253303039330913
TC,2,SRE_PLTR,0.250652782698206
TC,2,PLTR,0.250652782698206
TC,3,LRR,0.383237544710586
TC,3,GAM,0.310066893577197
TC,3,LDA,0.156494491707762
TC,3,CTREE,0.249985263778367
TC,3,RF,0.257650692231947
TC,3,LGBM,0.237445555576812
TC,3,RE_boosting,0.336143138531528
TC,3,RE_RF,0.332197635145127
TC,3,RE_bag,0.306103984047936
TC,3,SRE_RF,0.392287170230594
TC,3,SRE_bag,0.39264983813753
TC,3,SRE_boosting,0.434316966213747
TC,3,SRE_PLTR,0.392852858339885
TC,3,PLTR,0.392852858339885
TC,4,LRR,0.296608875579188
TC,4,GAM,0.305746633156492
TC,4,LDA,0.17109330808638
TC,4,CTREE,0.193018408088239
TC,4,RF,0.248107431137872
TC,4,LGBM,0.239589133939039
TC,4,RE_boosting,0.270812409067443
TC,4,RE_RF,0.319110166779305
TC,4,RE_bag,0.275797032401927
TC,4,SRE_RF,0.428503558010285
TC,4,SRE_bag,0.4092777210266
TC,4,SRE_boosting,0.495316815854933
TC,4,SRE_PLTR,0.410135337130853
TC,4,PLTR,0.410135337130853
TC,5,LRR,0.303825436753062
TC,5,GAM,0.312273881696058
TC,5,LDA,0.160235622357149
TC,5,CTREE,0.23947483784834
TC,5,RF,0.266108935991336
TC,5,LGBM,0.308223201435338
TC,5,RE_boosting,0.323797278613809
TC,5,RE_RF,0.306816186930597
TC,5,RE_bag,0.307198695506211
TC,5,SRE_RF,0.241867857753924
TC,5,SRE_bag,0.218385467259166
TC,5,SRE_boosting,0.411517316319314
TC,5,SRE_PLTR,0.232177518969472
TC,5,PLTR,0.232177518969472
TC,6,LRR,0.28681207429166
TC,6,GAM,0.307625342843746
TC,6,LDA,0.180258433858107
TC,6,CTREE,0.288138878145829
TC,6,RF,0.288862761209135
TC,6,LGBM,0.283637509991204
TC,6,RE_boosting,0.244048447053904
TC,6,RE_RF,0.270762896253443
TC,6,RE_bag,0.254540821566611
TC,6,SRE_RF,0.448962890218135
TC,6,SRE_bag,0.280232923562924
TC,6,SRE_boosting,0.262026515978585
TC,6,SRE_PLTR,0.416857311847157
TC,6,PLTR,0.291914243608982
TH02,1,LRR,0.390525150268902
TH02,1,GAM,0.22559087204564
TH02,1,LDA,0.203159041394336
TH02,1,CTREE,0
TH02,1,RF,0.14894267635782
TH02,1,LGBM,0.244141033689056
TH02,1,RE_boosting,0.180875919665938
TH02,1,RE_RF,0.150823431311236
TH02,1,RE_bag,0.148104575163399
TH02,1,SRE_RF,0.219454545454545
TH02,1,SRE_bag,0.0139705882352941
TH02,1,SRE_boosting,0.134830866807611
TH02,1,SRE_PLTR,0.18022743022743
TH02,1,PLTR,0.0789390789390791
TH02,2,LRR,0.147815570672714
TH02,2,GAM,0.060939060939061
TH02,2,LDA,0.128939075630252
TH02,2,CTREE,0.0629208754208754
TH02,2,RF,0.114158829676071
TH02,2,LGBM,0.102278749337573
TH02,2,RE_boosting,0.0980240029094435
TH02,2,RE_RF,-0.0691580388465817
TH02,2,RE_bag,0.069462647444299
TH02,2,SRE_RF,0.148878802858042
TH02,2,SRE_bag,0.170002869362045
TH02,2,SRE_boosting,0.181931217292689
TH02,2,SRE_PLTR,0.0945211825149499
TH02,2,PLTR,0.111703023667144
TH02,3,LRR,0.326149891774892
TH02,3,GAM,0.0461463730569949
TH02,3,LDA,0.199891333876664
TH02,3,CTREE,0
TH02,3,RF,0.117236610510435
TH02,3,LGBM,0.114224137931034
TH02,3,RE_boosting,0.0818328716528163
TH02,3,RE_RF,0.0815013404825737
TH02,3,RE_bag,0.0739903143274854
TH02,3,SRE_RF,0.217713018111098
TH02,3,SRE_bag,0.181116389548694
TH02,3,SRE_boosting,0.200089344900136
TH02,3,SRE_PLTR,0.302241875771287
TH02,3,PLTR,0.239539871892813
TH02,4,LRR,0.137483146067416
TH02,4,GAM,0.124719682594445
TH02,4,LDA,0.129444934596647
TH02,4,CTREE,0.0444770642201835
TH02,4,RF,0.0715425531914893
TH02,4,LGBM,0.0416114058355437
TH02,4,RE_boosting,0.0429276127107949
TH02,4,RE_RF,0.161694497850554
TH02,4,RE_bag,0.150132008770752
TH02,4,SRE_RF,0.0505522514868308
TH02,4,SRE_bag,0.203609167874625
TH02,4,SRE_boosting,0.0442233970584551
TH02,4,SRE_PLTR,0.149200225062294
TH02,4,PLTR,0.183404896001784
TH02,5,LRR,0.153242835595777
TH02,5,GAM,-0.0115331252167881
TH02,5,LDA,-0.0216333673057324
TH02,5,CTREE,0.123530681528287
TH02,5,RF,0.0624827586206897
TH02,5,LGBM,0.102998781337047
TH02,5,RE_boosting,0.0373489747831754
TH02,5,RE_RF,0.0326797385620916
TH02,5,RE_bag,0.125576778131147
TH02,5,SRE_RF,0.267310832879695
